id,left_pattern,left_support,right_pattern,right_support,support,confidence,lift
0,ser żółty;chleb pełnoziarnisty,0.160,banany;mleko,0.165,0.026,0.162,0.985
1676,jabłka;ser żółty;jajka,0.066,mleko,0.434,0.024,0.364,0.838
1677,jabłka;ser żółty;mleko,0.078,jajka,0.432,0.024,0.308,0.712
1678,ser żółty;jajka;mleko,0.070,jabłka,0.407,0.024,0.343,0.842
1679,jabłka;jajka;mleko,0.059,ser żółty,0.418,0.024,0.407,0.973
1680,jajka;ryż brązowy,0.171,chleb pełnoziarnisty;jogurt naturalny,0.169,0.029,0.170,1.003
1681,jajka;chleb pełnoziarnisty,0.180,ryż brązowy;jogurt naturalny,0.172,0.029,0.161,0.937
1682,jajka;jogurt naturalny,0.180,ryż brązowy;chleb pełnoziarnisty,0.176,0.029,0.161,0.915
1683,ryż brązowy;chleb pełnoziarnisty,0.176,jajka;jogurt naturalny,0.180,0.029,0.165,0.915
1684,ryż brązowy;jogurt naturalny,0.172,jajka;chleb pełnoziarnisty,0.180,0.029,0.169,0.937
1685,chleb pełnoziarnisty;jogurt naturalny,0.169,jajka;ryż brązowy,0.171,0.029,0.172,1.003
1686,jajka;ryż brązowy;chleb pełnoziarnisty,0.075,jogurt naturalny,0.434,0.029,0.387,0.891
1687,jajka;ryż brązowy;jogurt naturalny,0.067,chleb pełnoziarnisty,0.414,0.029,0.433,1.045
1688,jajka;chleb pełnoziarnisty;jogurt naturalny,0.064,ryż brązowy,0.412,0.029,0.453,1.100
1689,ryż brązowy;chleb pełnoziarnisty;jogurt naturalny,0.071,jajka,0.432,0.029,0.408,0.945
1690,ziemniaki;ser żółty,0.159,banany;mleko,0.165,0.032,0.201,1.220
1691,ziemniaki;mleko,0.178,ser żółty;banany,0.163,0.032,0.180,1.103
1692,ziemniaki;banany,0.146,ser żółty;mleko,0.194,0.032,0.219,1.130
1693,ser żółty;mleko,0.194,ziemniaki;banany,0.146,0.032,0.165,1.130
1694,ser żółty;banany,0.163,ziemniaki;mleko,0.178,0.032,0.196,1.103
1695,banany;mleko,0.165,ziemniaki;ser żółty,0.159,0.032,0.194,1.220
1696,ziemniaki;ser żółty;mleko,0.081,banany,0.389,0.032,0.395,1.016
1697,ziemniaki;ser żółty;banany,0.065,mleko,0.434,0.032,0.492,1.134
1698,ziemniaki;mleko;banany,0.061,ser żółty,0.418,0.032,0.525,1.255
1699,ser żółty;mleko;banany,0.073,ziemniaki,0.401,0.032,0.438,1.093
1700,jabłka;jajka,0.167,chleb pełnoziarnisty;mleko,0.177,0.022,0.132,0.744
1701,jabłka;chleb pełnoziarnisty,0.162,jajka;mleko,0.171,0.022,0.136,0.794
1702,jabłka;mleko,0.170,jajka;chleb pełnoziarnisty,0.180,0.022,0.129,0.719
1703,jajka;chleb pełnoziarnisty,0.180,jabłka;mleko,0.170,0.022,0.122,0.719
1704,jajka;mleko,0.171,jabłka;chleb pełnoziarnisty,0.162,0.022,0.129,0.794
1705,chleb pełnoziarnisty;mleko,0.177,jabłka;jajka,0.167,0.022,0.124,0.744
1706,jabłka;jajka;chleb pełnoziarnisty,0.059,mleko,0.434,0.022,0.373,0.859
1707,jabłka;jajka;mleko,0.059,chleb pełnoziarnisty,0.414,0.022,0.373,0.901
1708,jabłka;chleb pełnoziarnisty;mleko,0.075,jajka,0.432,0.022,0.293,0.679
1709,jajka;chleb pełnoziarnisty;mleko,0.071,jabłka,0.407,0.022,0.310,0.761
1710,jabłka;ryż brązowy,0.175,jogurt naturalny;mleko,0.184,0.029,0.166,0.901
1711,jabłka;jogurt naturalny,0.177,ryż brązowy;mleko,0.181,0.029,0.164,0.905
1712,jabłka;mleko,0.170,ryż brązowy;jogurt naturalny,0.172,0.029,0.171,0.992
1713,ryż brązowy;jogurt naturalny,0.172,jabłka;mleko,0.170,0.029,0.169,0.992
1714,ryż brązowy;mleko,0.181,jabłka;jogurt naturalny,0.177,0.029,0.160,0.905
1715,jogurt naturalny;mleko,0.184,jabłka;ryż brązowy,0.175,0.029,0.158,0.901
1716,jabłka;ryż brązowy;jogurt naturalny,0.069,mleko,0.434,0.029,0.420,0.968
1717,jabłka;ryż brązowy;mleko,0.070,jogurt naturalny,0.434,0.029,0.414,0.955
1718,jabłka;jogurt naturalny;mleko,0.079,ryż brązowy,0.412,0.029,0.367,0.891
1719,ryż brązowy;jogurt naturalny;mleko,0.075,jabłka,0.407,0.029,0.387,0.950
1720,ser żółty;chleb pełnoziarnisty,0.160,ogórki;mleko,0.162,0.031,0.194,1.196
1721,ser żółty;ogórki,0.172,chleb pełnoziarnisty;mleko,0.177,0.031,0.180,1.018
1722,ser żółty;mleko,0.194,chleb pełnoziarnisty;ogórki,0.163,0.031,0.160,0.980
1723,chleb pełnoziarnisty;ogórki,0.163,ser żółty;mleko,0.194,0.031,0.190,0.980
1724,chleb pełnoziarnisty;mleko,0.177,ser żółty;ogórki,0.172,0.031,0.175,1.018
1725,ogórki;mleko,0.162,ser żółty;chleb pełnoziarnisty,0.160,0.031,0.191,1.196
1726,ser żółty;chleb pełnoziarnisty;ogórki,0.069,mleko,0.434,0.031,0.449,1.035
1727,ser żółty;chleb pełnoziarnisty;mleko,0.073,ogórki,0.396,0.031,0.425,1.072
1728,ser żółty;ogórki;mleko,0.076,chleb pełnoziarnisty,0.414,0.031,0.408,0.985
1729,chleb pełnoziarnisty;ogórki;mleko,0.064,ser żółty,0.418,0.031,0.484,1.159
1730,ser żółty;jajka,0.176,ogórki;banany,0.156,0.032,0.182,1.166
1731,ser żółty;ogórki,0.172,jajka;banany,0.157,0.032,0.186,1.185
1732,ser żółty;banany,0.163,jajka;ogórki,0.155,0.032,0.196,1.267
1733,jajka;ogórki,0.155,ser żółty;banany,0.163,0.032,0.206,1.267
1734,jajka;banany,0.157,ser żółty;ogórki,0.172,0.032,0.204,1.185
1735,ogórki;banany,0.156,ser żółty;jajka,0.176,0.032,0.205,1.166
1736,ser żółty;jajka;ogórki,0.064,banany,0.389,0.032,0.500,1.285
1737,ser żółty;jajka;banany,0.068,ogórki,0.396,0.032,0.471,1.188
1738,ser żółty;ogórki;banany,0.071,jajka,0.432,0.032,0.451,1.043
1739,jajka;ogórki;banany,0.064,ser żółty,0.418,0.032,0.500,1.196
1740,jajka;ryż brązowy,0.171,chleb pełnoziarnisty;banany,0.158,0.030,0.175,1.110
1741,jajka;chleb pełnoziarnisty,0.180,ryż brązowy;banany,0.149,0.030,0.167,1.119
1742,jajka;banany,0.157,ryż brązowy;chleb pełnoziarnisty,0.176,0.030,0.191,1.086
1743,ryż brązowy;chleb pełnoziarnisty,0.176,jajka;banany,0.157,0.030,0.170,1.086
1744,ryż brązowy;banany,0.149,jajka;chleb pełnoziarnisty,0.180,0.030,0.201,1.119
1745,chleb pełnoziarnisty;banany,0.158,jajka;ryż brązowy,0.171,0.030,0.190,1.110
1746,jajka;ryż brązowy;chleb pełnoziarnisty,0.075,banany,0.389,0.030,0.400,1.028
1747,jajka;ryż brązowy;banany,0.066,chleb pełnoziarnisty,0.414,0.030,0.455,1.098
1748,jajka;chleb pełnoziarnisty;banany,0.067,ryż brązowy,0.412,0.030,0.448,1.087
1749,ryż brązowy;chleb pełnoziarnisty;banany,0.061,jajka,0.432,0.030,0.492,1.138
1750,jajka;chleb pełnoziarnisty,0.180,jogurt naturalny;ogórki,0.162,0.022,0.122,0.754
1751,jajka;ogórki,0.155,chleb pełnoziarnisty;jogurt naturalny,0.169,0.022,0.142,0.840
1752,jajka;jogurt naturalny,0.180,chleb pełnoziarnisty;ogórki,0.163,0.022,0.122,0.750
1753,chleb pełnoziarnisty;ogórki,0.163,jajka;jogurt naturalny,0.180,0.022,0.135,0.750
1754,chleb pełnoziarnisty;jogurt naturalny,0.169,jajka;ogórki,0.155,0.022,0.130,0.840
1755,jogurt naturalny;ogórki,0.162,jajka;chleb pełnoziarnisty,0.180,0.022,0.136,0.754
1756,jajka;chleb pełnoziarnisty;ogórki,0.066,jogurt naturalny,0.434,0.022,0.333,0.768
1757,jajka;chleb pełnoziarnisty;jogurt naturalny,0.064,ogórki,0.396,0.022,0.344,0.868
1758,jajka;jogurt naturalny;ogórki,0.055,chleb pełnoziarnisty,0.414,0.022,0.400,0.966
1759,chleb pełnoziarnisty;jogurt naturalny;ogórki,0.065,jajka,0.432,0.022,0.338,0.783
1760,ziemniaki;jabłka,0.160,chleb pełnoziarnisty;mleko,0.177,0.036,0.225,1.271
1761,ziemniaki;chleb pełnoziarnisty,0.164,jabłka;mleko,0.170,0.036,0.220,1.291
1762,ziemniaki;mleko,0.178,jabłka;chleb pełnoziarnisty,0.162,0.036,0.202,1.248
1763,jabłka;chleb pełnoziarnisty,0.162,ziemniaki;mleko,0.178,0.036,0.222,1.248
1764,jabłka;mleko,0.170,ziemniaki;chleb pełnoziarnisty,0.164,0.036,0.212,1.291
1765,chleb pełnoziarnisty;mleko,0.177,ziemniaki;jabłka,0.160,0.036,0.203,1.271
1766,ziemniaki;jabłka;chleb pełnoziarnisty,0.067,mleko,0.434,0.036,0.537,1.238
1767,ziemniaki;jabłka;mleko,0.077,chleb pełnoziarnisty,0.414,0.036,0.468,1.129
1768,ziemniaki;chleb pełnoziarnisty;mleko,0.073,jabłka,0.407,0.036,0.493,1.212
1769,jabłka;chleb pełnoziarnisty;mleko,0.075,ziemniaki,0.401,0.036,0.480,1.197
1770,ser żółty;ryż brązowy,0.171,ogórki;mleko,0.162,0.031,0.181,1.119
1771,ser żółty;ogórki,0.172,ryż brązowy;mleko,0.181,0.031,0.180,0.996
1772,ser żółty;mleko,0.194,ryż brązowy;ogórki,0.169,0.031,0.160,0.946
1773,ryż brązowy;ogórki,0.169,ser żółty;mleko,0.194,0.031,0.183,0.946
1774,ryż brązowy;mleko,0.181,ser żółty;ogórki,0.172,0.031,0.171,0.996
1775,ogórki;mleko,0.162,ser żółty;ryż brązowy,0.171,0.031,0.191,1.119
1776,ser żółty;ryż brązowy;ogórki,0.079,mleko,0.434,0.031,0.392,0.904
1777,ser żółty;ryż brązowy;mleko,0.076,ogórki,0.396,0.031,0.408,1.030
1778,ser żółty;ogórki;mleko,0.076,ryż brązowy,0.412,0.031,0.408,0.990
1779,ryż brązowy;ogórki;mleko,0.074,ser żółty,0.418,0.031,0.419,1.002
1780,ziemniaki;ser żółty,0.159,ryż brązowy;banany,0.149,0.024,0.151,1.013
1781,ziemniaki;ryż brązowy,0.156,ser żółty;banany,0.163,0.024,0.154,0.944
1782,ziemniaki;banany,0.146,ser żółty;ryż brązowy,0.171,0.024,0.164,0.961
1783,ser żółty;ryż brązowy,0.171,ziemniaki;banany,0.146,0.024,0.140,0.961
1784,ser żółty;banany,0.163,ziemniaki;ryż brązowy,0.156,0.024,0.147,0.944
1785,ryż brązowy;banany,0.149,ziemniaki;ser żółty,0.159,0.024,0.161,1.013
1786,ziemniaki;ser żółty;ryż brązowy,0.062,banany,0.389,0.024,0.387,0.995
1787,ziemniaki;ser żółty;banany,0.065,ryż brązowy,0.412,0.024,0.369,0.896
1788,ziemniaki;ryż brązowy;banany,0.056,ser żółty,0.418,0.024,0.429,1.025
1789,ser żółty;ryż brązowy;banany,0.061,ziemniaki,0.401,0.024,0.393,0.981
1790,jabłka;ryż brązowy,0.175,chleb pełnoziarnisty;ogórki,0.163,0.022,0.126,0.771
1791,jabłka;chleb pełnoziarnisty,0.162,ryż brązowy;ogórki,0.169,0.022,0.136,0.804
1792,jabłka;ogórki,0.150,ryż brązowy;chleb pełnoziarnisty,0.176,0.022,0.147,0.833
1793,ryż brązowy;chleb pełnoziarnisty,0.176,jabłka;ogórki,0.150,0.022,0.125,0.833
1794,ryż brązowy;ogórki,0.169,jabłka;chleb pełnoziarnisty,0.162,0.022,0.130,0.804
1795,chleb pełnoziarnisty;ogórki,0.163,jabłka;ryż brązowy,0.175,0.022,0.135,0.771
1796,jabłka;ryż brązowy;chleb pełnoziarnisty,0.079,ogórki,0.396,0.022,0.278,0.703
1797,jabłka;ryż brązowy;ogórki,0.060,chleb pełnoziarnisty,0.414,0.022,0.367,0.886
1798,jabłka;chleb pełnoziarnisty;ogórki,0.053,ryż brązowy,0.412,0.022,0.415,1.008
1799,ryż brązowy;chleb pełnoziarnisty;ogórki,0.073,jabłka,0.407,0.022,0.301,0.740
1800,ziemniaki;ser żółty,0.159,ryż brązowy;ogórki,0.169,0.034,0.214,1.265
1801,ziemniaki;ryż brązowy,0.156,ser żółty;ogórki,0.172,0.034,0.218,1.267
1802,ziemniaki;ogórki,0.153,ser żółty;ryż brązowy,0.171,0.034,0.222,1.300
1803,ser żółty;ryż brązowy,0.171,ziemniaki;ogórki,0.153,0.034,0.199,1.300
1804,ser żółty;ogórki,0.172,ziemniaki;ryż brązowy,0.156,0.034,0.198,1.267
1805,ryż brązowy;ogórki,0.169,ziemniaki;ser żółty,0.159,0.034,0.201,1.265
1806,ziemniaki;ser żółty;ryż brązowy,0.062,ogórki,0.396,0.034,0.548,1.385
1807,ziemniaki;ser żółty;ogórki,0.067,ryż brązowy,0.412,0.034,0.507,1.232
1808,ziemniaki;ryż brązowy;ogórki,0.074,ser żółty,0.418,0.034,0.459,1.099
1809,ser żółty;ryż brązowy;ogórki,0.079,ziemniaki,0.401,0.034,0.430,1.073
1810,ser żółty;jajka,0.176,chleb pełnoziarnisty;jogurt naturalny,0.169,0.023,0.131,0.773
1811,ser żółty;chleb pełnoziarnisty,0.160,jajka;jogurt naturalny,0.180,0.023,0.144,0.799
1812,ser żółty;jogurt naturalny,0.175,jajka;chleb pełnoziarnisty,0.180,0.023,0.131,0.730
1813,jajka;chleb pełnoziarnisty,0.180,ser żółty;jogurt naturalny,0.175,0.023,0.128,0.730
1814,jajka;jogurt naturalny,0.180,ser żółty;chleb pełnoziarnisty,0.160,0.023,0.128,0.799
1815,chleb pełnoziarnisty;jogurt naturalny,0.169,ser żółty;jajka,0.176,0.023,0.136,0.773
1816,ser żółty;jajka;chleb pełnoziarnisty,0.072,jogurt naturalny,0.434,0.023,0.319,0.736
1817,ser żółty;jajka;jogurt naturalny,0.077,chleb pełnoziarnisty,0.414,0.023,0.299,0.722
1818,ser żółty;chleb pełnoziarnisty;jogurt naturalny,0.061,jajka,0.432,0.023,0.377,0.873
1819,jajka;chleb pełnoziarnisty;jogurt naturalny,0.064,ser żółty,0.418,0.023,0.359,0.860
1820,jabłka;ser żółty,0.163,ryż brązowy;banany,0.149,0.025,0.153,1.029
1821,ser żółty;ryż brązowy,0.171,jabłka;banany,0.160,0.025,0.146,0.914
1822,ser żółty;banany,0.163,jabłka;ryż brązowy,0.175,0.025,0.153,0.876
1823,jabłka;ryż brązowy,0.175,ser żółty;banany,0.163,0.025,0.143,0.876
1824,jabłka;banany,0.160,ser żółty;ryż brązowy,0.171,0.025,0.156,0.914
1825,ryż brązowy;banany,0.149,jabłka;ser żółty,0.163,0.025,0.168,1.029
1826,jabłka;ser żółty;ryż brązowy,0.068,banany,0.389,0.025,0.368,0.945
1827,jabłka;ser żółty;banany,0.067,ryż brązowy,0.412,0.025,0.373,0.906
1828,ser żółty;ryż brązowy;banany,0.061,jabłka,0.407,0.025,0.410,1.007
1829,jabłka;ryż brązowy;banany,0.062,ser żółty,0.418,0.025,0.403,0.965
1830,jajka;chleb pełnoziarnisty,0.180,ogórki;banany,0.156,0.024,0.133,0.855
1831,jajka;ogórki,0.155,chleb pełnoziarnisty;banany,0.158,0.024,0.155,0.980
1832,jajka;banany,0.157,chleb pełnoziarnisty;ogórki,0.163,0.024,0.153,0.938
1833,chleb pełnoziarnisty;ogórki,0.163,jajka;banany,0.157,0.024,0.147,0.938
1834,chleb pełnoziarnisty;banany,0.158,jajka;ogórki,0.155,0.024,0.152,0.980
1835,ogórki;banany,0.156,jajka;chleb pełnoziarnisty,0.180,0.024,0.154,0.855
1836,jajka;chleb pełnoziarnisty;ogórki,0.066,banany,0.389,0.024,0.364,0.935
1837,jajka;chleb pełnoziarnisty;banany,0.067,ogórki,0.396,0.024,0.358,0.905
1838,jajka;ogórki;banany,0.064,chleb pełnoziarnisty,0.414,0.024,0.375,0.906
1839,chleb pełnoziarnisty;ogórki;banany,0.059,jajka,0.432,0.024,0.407,0.942
1840,jabłka;ogórki,0.150,banany;mleko,0.165,0.020,0.133,0.808
1841,jabłka;mleko,0.170,ogórki;banany,0.156,0.020,0.118,0.754
1842,jabłka;banany,0.160,ogórki;mleko,0.162,0.020,0.125,0.772
1843,ogórki;mleko,0.162,jabłka;banany,0.160,0.020,0.123,0.772
1844,ogórki;banany,0.156,jabłka;mleko,0.170,0.020,0.128,0.754
1845,banany;mleko,0.165,jabłka;ogórki,0.150,0.020,0.121,0.808
1846,jabłka;ogórki;mleko,0.057,banany,0.389,0.020,0.351,0.902
1847,jabłka;ogórki;banany,0.065,mleko,0.434,0.020,0.308,0.709
1848,jabłka;mleko;banany,0.065,ogórki,0.396,0.020,0.308,0.777
1849,ogórki;mleko;banany,0.062,jabłka,0.407,0.020,0.323,0.793
1850,chleb pełnoziarnisty;ogórki,0.163,jogurt naturalny;banany,0.156,0.023,0.141,0.905
1851,chleb pełnoziarnisty;jogurt naturalny,0.169,ogórki;banany,0.156,0.023,0.136,0.872
1852,chleb pełnoziarnisty;banany,0.158,jogurt naturalny;ogórki,0.162,0.023,0.146,0.899
1853,jogurt naturalny;ogórki,0.162,chleb pełnoziarnisty;banany,0.158,0.023,0.142,0.899
1854,ogórki;banany,0.156,chleb pełnoziarnisty;jogurt naturalny,0.169,0.023,0.147,0.872
1855,jogurt naturalny;banany,0.156,chleb pełnoziarnisty;ogórki,0.163,0.023,0.147,0.905
1856,chleb pełnoziarnisty;jogurt naturalny;ogórki,0.065,banany,0.389,0.023,0.354,0.910
1857,chleb pełnoziarnisty;ogórki;banany,0.059,jogurt naturalny,0.434,0.023,0.390,0.898
1858,chleb pełnoziarnisty;jogurt naturalny;banany,0.059,ogórki,0.396,0.023,0.390,0.984
1859,jogurt naturalny;ogórki;banany,0.062,chleb pełnoziarnisty,0.414,0.023,0.371,0.896
1860,ziemniaki;jajka,0.177,ryż brązowy;chleb pełnoziarnisty,0.176,0.033,0.186,1.059
1861,ziemniaki;ryż brązowy,0.156,jajka;chleb pełnoziarnisty,0.180,0.033,0.212,1.175
1862,ziemniaki;chleb pełnoziarnisty,0.164,jajka;ryż brązowy,0.171,0.033,0.201,1.177
1863,jajka;ryż brązowy,0.171,ziemniaki;chleb pełnoziarnisty,0.164,0.033,0.193,1.177
1864,jajka;chleb pełnoziarnisty,0.180,ziemniaki;ryż brązowy,0.156,0.033,0.183,1.175
1865,ryż brązowy;chleb pełnoziarnisty,0.176,ziemniaki;jajka,0.177,0.033,0.188,1.059
1866,ziemniaki;jajka;ryż brązowy,0.071,chleb pełnoziarnisty,0.414,0.033,0.465,1.123
1867,ziemniaki;jajka;chleb pełnoziarnisty,0.074,ryż brązowy,0.412,0.033,0.446,1.082
1868,ziemniaki;ryż brązowy;chleb pełnoziarnisty,0.068,jajka,0.432,0.033,0.485,1.123
1869,jajka;ryż brązowy;chleb pełnoziarnisty,0.075,ziemniaki,0.401,0.033,0.440,1.097
1870,jajka;ryż brązowy,0.171,ogórki;banany,0.156,0.030,0.175,1.125
1871,jajka;ogórki,0.155,ryż brązowy;banany,0.149,0.030,0.194,1.299
1872,jajka;banany,0.157,ryż brązowy;ogórki,0.169,0.030,0.191,1.131
1873,ryż brązowy;ogórki,0.169,jajka;banany,0.157,0.030,0.178,1.131
1874,ryż brązowy;banany,0.149,jajka;ogórki,0.155,0.030,0.201,1.299
1875,ogórki;banany,0.156,jajka;ryż brązowy,0.171,0.030,0.192,1.125
1876,jajka;ryż brązowy;ogórki,0.065,banany,0.389,0.030,0.462,1.186
1877,jajka;ryż brązowy;banany,0.066,ogórki,0.396,0.030,0.455,1.148
1878,jajka;ogórki;banany,0.064,ryż brązowy,0.412,0.030,0.469,1.138
1879,ryż brązowy;ogórki;banany,0.068,jajka,0.432,0.030,0.441,1.021
1880,ziemniaki;chleb pełnoziarnisty,0.164,jogurt naturalny;mleko,0.184,0.032,0.195,1.060
1881,ziemniaki;jogurt naturalny,0.165,chleb pełnoziarnisty;mleko,0.177,0.032,0.194,1.096
1882,ziemniaki;mleko,0.178,chleb pełnoziarnisty;jogurt naturalny,0.169,0.032,0.180,1.064
1883,chleb pełnoziarnisty;jogurt naturalny,0.169,ziemniaki;mleko,0.178,0.032,0.189,1.064
1884,chleb pełnoziarnisty;mleko,0.177,ziemniaki;jogurt naturalny,0.165,0.032,0.181,1.096
1885,jogurt naturalny;mleko,0.184,ziemniaki;chleb pełnoziarnisty,0.164,0.032,0.174,1.060
1886,ziemniaki;chleb pełnoziarnisty;jogurt naturalny,0.066,mleko,0.434,0.032,0.485,1.117
1887,ziemniaki;chleb pełnoziarnisty;mleko,0.073,jogurt naturalny,0.434,0.032,0.438,1.010
1888,ziemniaki;jogurt naturalny;mleko,0.075,chleb pełnoziarnisty,0.414,0.032,0.427,1.031
1889,chleb pełnoziarnisty;jogurt naturalny;mleko,0.074,ziemniaki,0.401,0.032,0.432,1.078
1890,ser żółty;jajka,0.176,chleb pełnoziarnisty;banany,0.158,0.027,0.153,0.971
1891,ser żółty;chleb pełnoziarnisty,0.160,jajka;banany,0.157,0.027,0.169,1.075
1892,ser żółty;banany,0.163,jajka;chleb pełnoziarnisty,0.180,0.027,0.166,0.920
1893,jajka;chleb pełnoziarnisty,0.180,ser żółty;banany,0.163,0.027,0.150,0.920
1894,jajka;banany,0.157,ser żółty;chleb pełnoziarnisty,0.160,0.027,0.172,1.075
1895,chleb pełnoziarnisty;banany,0.158,ser żółty;jajka,0.176,0.027,0.171,0.971
1896,ser żółty;jajka;chleb pełnoziarnisty,0.072,banany,0.389,0.027,0.375,0.964
1897,ser żółty;jajka;banany,0.068,chleb pełnoziarnisty,0.414,0.027,0.397,0.959
1898,ser żółty;chleb pełnoziarnisty;banany,0.061,jajka,0.432,0.027,0.443,1.025
1899,jajka;chleb pełnoziarnisty;banany,0.067,ser żółty,0.418,0.027,0.403,0.964
1900,pomidory;jajka,0.070,ryż brązowy,0.412,0.021,0.300,0.728
1901,pomidory;ryż brązowy,0.063,jajka,0.432,0.021,0.333,0.772
1902,jajka;ryż brązowy,0.171,pomidory,0.196,0.021,0.123,0.627
1903,oliwa z oliwek;ryż brązowy,0.070,mleko,0.434,0.026,0.371,0.856
1904,oliwa z oliwek;mleko,0.075,ryż brązowy,0.412,0.026,0.347,0.841
1905,ryż brązowy;mleko,0.181,oliwa z oliwek,0.196,0.026,0.144,0.733
1906,ser żółty;ryż brązowy,0.171,kurczak,0.192,0.023,0.135,0.701
1907,ser żółty;kurczak,0.065,ryż brązowy,0.412,0.023,0.354,0.859
1908,ryż brązowy;kurczak,0.060,ser żółty,0.418,0.023,0.383,0.917
1909,jajka;ryż brązowy,0.171,makaron pełnoziarnisty,0.183,0.026,0.152,0.831
1910,jajka;makaron pełnoziarnisty,0.067,ryż brązowy,0.412,0.026,0.388,0.942
1911,ryż brązowy;makaron pełnoziarnisty,0.067,jajka,0.432,0.026,0.388,0.898
1912,jabłka;płatki owsiane,0.082,mleko,0.434,0.028,0.341,0.787
1913,jabłka;mleko,0.170,płatki owsiane,0.210,0.028,0.165,0.784
1914,płatki owsiane;mleko,0.079,jabłka,0.407,0.028,0.354,0.871
1915,pomidory;ogórki,0.068,mleko,0.434,0.020,0.294,0.678
1916,pomidory;mleko,0.082,ogórki,0.396,0.020,0.244,0.616
1917,ogórki;mleko,0.162,pomidory,0.196,0.020,0.123,0.630
1918,oliwa z oliwek;jajka,0.071,banany,0.389,0.024,0.338,0.869
1919,oliwa z oliwek;banany,0.069,jajka,0.432,0.024,0.348,0.805
1920,jajka;banany,0.157,oliwa z oliwek,0.196,0.024,0.153,0.780
1921,płatki owsiane;jajka,0.080,ryż brązowy,0.412,0.025,0.313,0.758
1922,płatki owsiane;ryż brązowy,0.070,jajka,0.432,0.025,0.357,0.827
1923,jajka;ryż brązowy,0.171,płatki owsiane,0.210,0.025,0.146,0.696
1924,ziemniaki;chleb pełnoziarnisty,0.164,mleko,0.434,0.073,0.445,1.026
1925,ziemniaki;mleko,0.178,chleb pełnoziarnisty,0.414,0.073,0.410,0.991
1926,chleb pełnoziarnisty;mleko,0.177,ziemniaki,0.401,0.073,0.412,1.029
1927,chleb pełnoziarnisty;banany,0.158,makaron pełnoziarnisty,0.183,0.021,0.133,0.726
1928,chleb pełnoziarnisty;makaron pełnoziarnisty,0.070,banany,0.389,0.021,0.300,0.771
1929,banany;makaron pełnoziarnisty,0.057,chleb pełnoziarnisty,0.414,0.021,0.368,0.890
1930,jajka;chleb pełnoziarnisty,0.180,jogurt naturalny,0.434,0.064,0.356,0.819
1931,jajka;jogurt naturalny,0.180,chleb pełnoziarnisty,0.414,0.064,0.356,0.859
1932,chleb pełnoziarnisty;jogurt naturalny,0.169,jajka,0.432,0.064,0.379,0.877
1933,ser żółty;jajka,0.176,jogurt naturalny,0.434,0.077,0.438,1.008
1934,ser żółty;jogurt naturalny,0.175,jajka,0.432,0.077,0.440,1.019
1935,jajka;jogurt naturalny,0.180,ser żółty,0.418,0.077,0.428,1.023
1936,płatki owsiane;ogórki,0.074,mleko,0.434,0.024,0.324,0.747
1937,płatki owsiane;mleko,0.079,ogórki,0.396,0.024,0.304,0.767
1938,ogórki;mleko,0.162,płatki owsiane,0.210,0.024,0.148,0.705
1939,ogórki;banany,0.156,makaron pełnoziarnisty,0.183,0.021,0.135,0.736
1940,ogórki;makaron pełnoziarnisty,0.070,banany,0.389,0.021,0.300,0.771
1941,banany;makaron pełnoziarnisty,0.057,ogórki,0.396,0.021,0.368,0.930
1942,ziemniaki;jabłka,0.160,jajka,0.432,0.065,0.406,0.940
1943,ziemniaki;jajka,0.177,jabłka,0.407,0.065,0.367,0.902
1944,jabłka;jajka,0.167,ziemniaki,0.401,0.065,0.389,0.971
1945,pomidory;jajka,0.070,mleko,0.434,0.023,0.329,0.757
1946,pomidory;mleko,0.082,jajka,0.432,0.023,0.280,0.649
1947,jajka;mleko,0.171,pomidory,0.196,0.023,0.135,0.686
1948,ziemniaki;jabłka,0.160,kurczak,0.192,0.020,0.125,0.651
1949,ziemniaki;kurczak,0.065,jabłka,0.407,0.020,0.308,0.756
1950,jabłka;kurczak,0.066,ziemniaki,0.401,0.020,0.303,0.756
1951,pomidory;jogurt naturalny,0.074,ogórki,0.396,0.021,0.284,0.717
1952,pomidory;ogórki,0.068,jogurt naturalny,0.434,0.021,0.309,0.712
1953,jogurt naturalny;ogórki,0.162,pomidory,0.196,0.021,0.130,0.661
1954,ser żółty;jogurt naturalny,0.175,mleko,0.434,0.080,0.457,1.053
1955,ser żółty;mleko,0.194,jogurt naturalny,0.434,0.080,0.412,0.950
1956,jogurt naturalny;mleko,0.184,ser żółty,0.418,0.080,0.435,1.040
1957,ziemniaki;ser żółty,0.159,makaron pełnoziarnisty,0.183,0.020,0.126,0.687
1958,ziemniaki;makaron pełnoziarnisty,0.062,ser żółty,0.418,0.020,0.323,0.772
1959,ser żółty;makaron pełnoziarnisty,0.063,ziemniaki,0.401,0.020,0.317,0.792
1960,jabłka;ser żółty,0.163,jogurt naturalny,0.434,0.070,0.429,0.990
